tdp,air_velocity,k_tim,reynolds_number,nusselt_number,heat_transfer_coefficient,tim_resistance,conduction_resistance,convection_resistance,total_thermal_resistance,junction_temperature
239.0547346707727,5.47423712148563,2.694371261378377,401.8656204912263,3.609448150251732,41.02562463719946,0.01570980322377262,0.005161956381468577,0.09000322772242407,0.3108749873276653,99.31613761139485
51.81457028597758,13.762528007970197,7.270665859812847,1010.3118909014072,4.907937358321016,55.784482121269306,0.005821755963508394,0.005161956381468577,0.0661911430610685,0.2771748554060455,39.36169602694221
223.29129993587932,11.939208052681934,2.830884211324974,876.4613490039638,4.680850592965235,53.203373872100435,0.014952233708008498,0.005161956381468577,0.06940233988831393,0.289516529977791,89.64652233166592
218.66285188108324,14.028424382015823,1.253741979936953,1029.8314347156172,4.939343590634077,56.14145090001584,0.0337613663779296,0.005161956381468577,0.06577027450274736,0.3046935972621455,91.62517092724696
197.7835796186333,8.536465083876939,1.9319028391483548,626.6648231713614,4.185611946570924,47.574404022127446,0.021910026462149568,0.005161956381468577,0.07761397567816417,0.3046859585217823,85.26187953597253
234.7700157034229,10.479463216897852,4.828151302936134,769.3009810526331,4.481732709423799,50.94016486931844,0.008766925407308893,0.005161956381468577,0.0724858006672949,0.2864146824560724,92.24157949790299
37.817050609111504,12.396978352441364,3.565284695047328,910.0664233682533,4.739925911483027,53.87483436742988,0.011872275553994838,0.005161956381468577,0.06853735477855734,0.2855715867140208,35.7994751472884
106.60194873013748,14.827365611464595,3.231705126292564,1088.4819837845112,5.031385624700703,57.18761690192901,0.013097742731435828,0.005161956381468577,0.06456710100385393,0.2828268001167583,55.149888045555514
171.3772905649989,2.6569072273438703,7.476137496119326,195.04446881073434,2.8365584420741183,32.24082382175126,0.005661752790129093,0.005161956381468577,0.11452680790946329,0.325350517081061,80.75769010127362
55.41891030698485,6.311670076372471,6.422523607526185,463.34186029723435,3.784841545385566,43.019176918066236,0.006590562357519486,0.005161956381468577,0.08583238688432197,0.29758490562331,41.491831193450764
171.04757709002374,13.160012754054515,6.7855145924361695,966.0810399176371,4.835243790006276,54.958234195527204,0.00623800033902005,0.005161956381468577,0.06718626773087018,0.27858622445135883,72.65149870306246
60.10293956699883,4.338788506491784,2.300019759776574,318.51194908932456,3.3403278881232588,37.96675624603627,0.018403338557471397,0.005161956381468577,0.09725451952619855,0.3208198144651385,44.282213920694
140.5595988925798,14.101190201759353,5.01772434698322,1035.1731984450353,4.947869036964345,56.238352627496205,0.00843570499313917,0.005161956381468577,0.06565694875762129,0.2792546101322291,64.25191598908987
198.77661584707093,6.849229997223148,9.715775261501236,502.8043180515753,3.8893783207421357,44.20736035443524,0.004356630447779831,0.005161956381468577,0.08352542669528785,0.2930440135245363,83.25029730265061
121.50787680987813,3.8363475983391617,2.256258867928837,281.62759007563756,3.20606450405652,36.44069492919535,0.018760277435229726,0.005161956381468577,0.10132733867592265,0.325249572492621,64.52038498689892
223.84178195294845,5.81512040807241,6.694988945729085,426.88997921723416,3.68286536849982,41.860097695786926,0.006322346858398405,0.005161956381468577,0.08820903055484712,0.29969333379471413,92.08388987602859
202.69982583593384,8.750395208240446,10.707868726894333,642.3695068124264,4.220288707796192,47.968546209642305,0.003952984800955716,0.005161956381468577,0.07697624648741859,0.2860911876698429,82.99063391387261
129.92631972829358,5.700983205252313,1.9052376056737192,418.51112809797837,3.658610639244604,41.584414162825794,0.022216673763939553,0.005161956381468577,0.0887938116001498,0.3161724417455579,66.07912175550862
111.71967837286265,4.937713697717734,8.76457721673125,362.4792523424441,3.4874520146847936,39.638995031615835,0.00482944485299755,0.005161956381468577,0.09315167132091737,0.30314307255538353,58.86704656684881
84.64906390712531,13.931078167661381,7.752165498665242,1022.6852158058664,4.927892010141862,56.011290215274194,0.005460157208373623,0.005161956381468577,0.0659231134024053,0.2765452269922475,48.40929459287723
158.83397273769313,6.934974061250307,9.384529288255923,509.09881913529193,3.9055411627748473,44.39107006924528,0.004510406545484694,0.005161956381468577,0.08317976185112792,0.2928521247780812,71.51486640317725
177.38973259289358,5.5614476867842,11.581935798604652,408.267777935146,3.628514736711381,41.24233882359156,0.0036546604180919266,0.005161956381468577,0.08953029197666151,0.29834690877622205,77.92367836773045
92.91221685643536,13.014875657673585,2.1053275287731053,955.426476003243,4.817402646274577,54.755448607435596,0.020105205365698754,0.005161956381468577,0.06743509058156333,0.2927022523287307,52.19561514273409
219.1509146152266,12.246443756551107,11.677897034917054,899.0156271677378,4.720662331835786,53.655881121704105,0.0036246288352672546,0.005161956381468577,0.06881703476830879,0.2776036199850446,85.83708722022033
226.7829569355068,11.179706486270597,2.8575666196687033,820.7060790957581,4.57941223008659,52.05040753873419,0.01481261785349022,0.005161956381468577,0.07093966812707017,0.290914242362029,90.97439209751361
40.83086082469641,3.7333608585744513,2.7646573758711113,274.06729826520865,3.1771149567446733,36.11164926570526,0.01531041158932226,0.005161956381468577,0.1022506230470956,0.32272299101788643,38.17705753118107
235.4033510658692,7.737696093256273,2.3248359940181036,568.0269182137823,4.050762944963805,46.0416864729783,0.018206893921529983,0.005161956381468577,0.08019772774491295,0.30356657804791154,96.4605897440771
155.26272798228072,8.094113240485907,5.0154945193285085,594.191622965607,4.112027696050476,46.738032445256074,0.008439455404630638,0.005161956381468577,0.07900286861671985,0.29260428040281905,70.43053879463389
70.00850916992349,6.398289741198732,8.65919923003484,469.7006395352627,3.802076988927762,43.21507801091569,0.004888216704984166,0.005161956381468577,0.08544329448494534,0.29549346757139805,45.68705713412471
40.20200671741567,6.998276585110309,5.466364107933221,513.7458790753548,3.9173884631784843,44.52572857633309,0.007743363137229099,0.005161956381468577,0.08292820251882885,0.29583352203752655,36.89310124018938
88.73965148901041,1.417591370298655,6.409502286702812,104.06586762421306,2.3006468495077197,26.14955808800759,0.006603951513654393,0.005161956381468577,0.14120462855431345,0.35297053644943643,56.322482390412034
58.641193953098195,8.571019926654623,2.7896704607535856,629.2015060050896,4.191252003471963,47.63850990416882,0.015173133502158558,0.005161956381468577,0.07750953260512104,0.2978446224887482,42.465964275249995
147.53763658042698,7.941274277401794,7.413745520746106,582.971662380786,4.0859809526930215,46.44198056377112,0.005709400492584282,0.005161956381468577,0.07950648512085606,0.2903778419949089,67.84166052325352
77.55270807178945,5.088892720753494,6.890260313669395,373.5773561602479,3.5226868454295444,40.03948033577198,0.006143170272401598,0.005161956381468577,0.09221994405800679,0.30352507071187695,48.539191201387446
78.18148229015523,1.181405317374363,4.46641731409399,86.72736865103822,2.165039941770588,24.608226044036577,0.009476956439890693,0.005161956381468577,0.1500489563964876,0.3646878692178469,53.511838188689545
94.52470783504562,8.85954925321615,8.752545724369062,650.3825426089802,4.237764462823435,48.16717872523871,0.004836083541979279,0.005161956381468577,0.07665881071713641,0.28665685064058427,52.09615505571554
128.5034028726045,1.9051600026099818,1.3921464838643733,139.85844777877446,2.5388873059242436,28.85744115807129,0.03040487679898924,0.005161956381468577,0.12795447165431706,0.36352130483477485,71.71372468795795
217.00333873525085,14.651605612084918,3.1793191610941567,1075.5793820811557,5.011426275915932,56.960755421403285,0.013313555570644632,0.005161956381468577,0.06482425679504072,0.2832997687471539,86.47699568105688
171.73163970814426,3.2771494602145275,4.916456880923436,240.57666338614695,3.042040712013671,34.576371563461265,0.0086094607057943,0.005161956381468577,0.10679080741307616,0.32056222450033905,80.05067644193349
116.75139750961796,3.6770238330469045,5.7020720659681565,269.9315779414764,3.161052829054317,35.92908428788355,0.007423273827188194,0.005161956381468577,0.10277018493125818,0.31535541513991494,61.818185429810804
134.5755246164009,12.79962393639513,6.65602748812745,939.6247734803726,4.790696692107975,54.45190401956255,0.006359355096345994,0.005161956381468577,0.06781101052683114,0.27933232200464575,62.59129377609263
117.92021524386095,12.1666022121802,7.015714438993472,893.154432071957,4.710381060410046,53.539022376337115,0.006033318872384868,0.005161956381468577,0.06896724058055492,0.2801625158344084,58.03682417045504
157.16010218638542,1.306186189939297,7.675219121781273,95.88757520875767,2.2387278485582334,25.445775796333212,0.005514896924300293,0.005161956381468577,0.145110082955641,0.3557869362614099,80.91551125942416
103.3564588768674,7.22873823852098,2.4159771911456733,530.6641479212207,3.959926319968191,45.009221363285505,0.01752005047198731,0.005161956381468577,0.08203738089298554,0.3047193877464415,56.49471686859929
102.07301333328778,0.6630741167285371,1.7865842515195038,48.6764978274215,1.785885581287435,20.298690673192034,0.02369216133638366,0.005161956381468577,0.1819052615818746,0.41075937929972683,66.92744760003403
80.83762081469459,2.6040477898228462,8.213285605947409,191.16403941266717,2.817621088868132,32.02557852332616,0.005153606529571031,0.005161956381468577,0.11529654753893451,0.3256121104499741,51.32170831722746
182.80137399490357,13.369739335756488,3.9022091745776297,981.4771400533751,4.860794406986934,55.24864701706178,0.010847199735935188,0.005161956381468577,0.06683310517153955,0.2828422612889433,76.70395398744435
114.40171814357087,0.9635765120921367,3.8623811309605482,70.7364815095167,2.022840658185258,22.991963892814493,0.010959053726920945,0.005161956381468577,0.1605969222068292,0.3767179323152187,68.09717871235446
123.42360284259402,14.917243153963485,7.063410338220174,1095.079924937404,5.041531233151399,57.30293367798111,0.005992578697998745,0.005161956381468577,0.06443716577281261,0.2755917008522799,59.01452063270678
55.57711499185238,1.6848563657184503,3.0992350759362126,123.68588240187268,2.436990858807039,27.69926815841118,0.013657577205645149,0.005161956381468577,0.13330455575792194,0.3521240893450357,44.57004100493035
152.21543665943912,7.74768893939864,11.16161790257185,568.7604964688628,4.05250598050867,46.06149812257575,0.0037922855537179017,0.005161956381468577,0.08016323365884641,0.2891174755940329,69.00814279342045
94.63993072258418,9.07288274137443,4.094170818851619,666.0434269820375,4.2715094528304745,48.55073023665696,0.01033861169962493,0.005161956381468577,0.07605320494002941,0.29155377302112295,52.59262888062711
72.7909888441661,9.593313724042048,9.240760119542045,704.2484435224651,4.351668671208662,49.46183405848786,0.004580580144974051,0.005161956381468577,0.07465227901396262,0.28439481554040524,45.70137984534031
197.07299092058472,8.72488043453046,2.4940541085411474,640.4964585426659,4.21618281552131,47.92187791347676,0.01697158140358124,0.005161956381468577,0.07705120912296623,0.29918474690801605,83.96123291098088
90.4829439588859,12.915641346246657,4.1121053093425175,948.1416512412533,4.805127671659623,54.61592907979003,0.010293520993218468,0.005161956381468577,0.06760735739352089,0.2830628347682079,50.61235861517514
32.07018698248627,13.196259357490536,3.2121336520745514,968.7419154802511,4.8396789554837305,55.00864506902022,0.013177547049047859,0.005161956381468577,0.06712469707340717,0.2854642005039236,34.15489028696678
62.59881749505799,7.4101754398024955,4.045741204744406,543.983514959052,3.9927835646329264,45.382682604482184,0.010462370227340444,0.005161956381468577,0.08136228236785355,0.29698660897666257,43.591010533806255
61.25146318286523,12.329391947262945,2.347694327423927,905.1048822345682,4.731296429678838,53.776750154393724,0.018029622440025213,0.005161956381468577,0.06866236107751988,0.29185393989901365,42.876480854498595
158.34359443365042,13.354979419873015,6.779725425059803,980.3936095772052,4.859005009487322,55.22830840930516,0.006243326930554707,0.005161956381468577,0.06685771741026986,0.27826300072229315,69.06116373226136
58.33069057640161,2.5409177714870985,5.364193081886588,186.52964316217503,2.7946653438764564,31.764659474736956,0.00789084987842301,0.005161956381468577,0.11624360839168518,0.3292964146515768,44.20808727095957
219.62778172488328,14.028679478082008,2.9277774696605423,1029.8501614051354,4.939373529835797,56.14179119426599,0.014457397383056576,0.005161956381468577,0.06576987584702641,0.28538922961155155,87.67940342775844
134.7755337129538,6.926441237528755,6.641809833404681,508.4724216257751,3.9039387068175553,44.37285627204836,0.006372968120098134,0.005161956381468577,0.08321390478084956,0.2947488292824163,64.72493077780597
83.19619215380968,0.541929767348915,7.08630367568267,39.78324968123311,1.6697339389079653,18.978490608558328,0.005973218798581136,0.005161956381468577,0.19455913079891898,0.4056943059789687,58.75222143593274
183.3739694356415,14.358229133306132,5.490527248380545,1054.0425143741954,4.977751734080529,56.5780046363359,0.007709285540933646,0.005161956381468577,0.06526279356103648,0.27813403548343874,76.00254212175173
154.7198282196763,0.5611934980891655,2.1875337219674473,41.1974067473424,1.6892884628174025,19.200750778111328,0.019349663917396842,0.005161956381468577,0.1923069925414531,0.4168186128403185,89.49010417741783
